Region Name,Name,Latitude,Longitude
South West,Lansdown,51.4165,-2.3955
South West,Odd Down,51.3589,-2.3822
South West,Twerton,51.3791,-2.3908
South West,Weston,51.3965,-2.3935
South West,Southdown,51.3691,-2.3953
South West,Claverton Down,51.3663,-2.3192
South West,Whiteway,51.3753,-2.3993
South West,Larkhall,51.3986,-2.3477
South West,Combe Down,51.3599,-2.3421
